UNIT,TIMESTAMP,TYPE,MARKET,INSTRUMENT,MAPPED_INSTRUMENT,BASE,QUOTE,BASE_ID,QUOTE_ID,TRANSFORM_FUNCTION,OPEN,HIGH,LOW,CLOSE,FIRST_TRADE_TIMESTAMP,LAST_TRADE_TIMESTAMP,FIRST_TRADE_PRICE,HIGH_TRADE_PRICE,HIGH_TRADE_TIMESTAMP,LOW_TRADE_PRICE,LOW_TRADE_TIMESTAMP,LAST_TRADE_PRICE,TOTAL_TRADES,TOTAL_TRADES_BUY,TOTAL_TRADES_SELL,TOTAL_TRADES_UNKNOWN,VOLUME,QUOTE_VOLUME,VOLUME_BUY,QUOTE_VOLUME_BUY,VOLUME_SELL,QUOTE_VOLUME_SELL,VOLUME_UNKNOWN,QUOTE_VOLUME_UNKNOWN
DAY,1677369600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,22.36,23.5,22.25,23.28,1677369615,1677455959,22.38,23.5,1677444404,22.25,1677370490,23.28,4689,2682,2007,0,384932.47901395,8814205.3242842,195556.22369438,4488536.08264757,189376.25531957,4325669.24163662,0,0
DAY,1677456000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,23.28,23.4,22.32,22.67,1677456029,1677542370,23.26,23.4,1677511239,22.32,1677522822,22.67,5580,2437,3143,0,324214.57888544,7427082.71710835,134196.94940942,3080797.79398496,190017.62947602,4346284.9231235,0,0
DAY,1677542400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,22.67,22.75,21.78,21.86,1677542504,1677628757,22.69,22.75,1677542733,21.78,1677620100,21.86,4888,2272,2616,0,342738.47180854,7636708.98570231,162419.86004833,3618702.41516155,180318.61176021,4018006.57054087,0,0
DAY,1677628800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,21.86,22.89,21.68,22.52,1677628832,1677715150,21.89,22.89,1677660910,21.68,1677632175,22.52,4580,2296,2284,0,295998.70667029,6649063.51425734,125099.77765063,2809729.1305764,170898.92901966,3839334.38368101,0,0
DAY,1677715200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,22.52,22.73,21.67,21.99,1677715207,1677801523,22.5,22.73,1677716550,21.67,1677768438,21.99,3735,1764,1971,0,244871.05440845,5388839.32136698,120038.09777593,2650225.7615478,124832.95663252,2738613.55981933,0,0
DAY,1677801600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,21.99,22.01,20.38,21.41,1677801702,1677887751,22.01,22.01,1677801870,20.38,1677807770,21.41,4679,2127,2552,0,278273.8122279,5860103.66056365,130327.1621662,2742320.59012083,147946.6500617,3117783.07044283,0,0
DAY,1677888000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,21.41,21.6,20.21,20.99,1677888600,1677974391,21.39,21.6,1677891938,20.21,1677966343,20.99,2622,1335,1287,0,158665.87950761,3320111.31014374,84410.13072386,1769243.40808305,74255.74878375,1550867.90206061,0,0
DAY,1677974400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.99,21.68,20.85,21,1677974403,1678060441,20.99,21.68,1677979207,20.85,1678058812,21,3053,1486,1567,0,161010.34374288,3415487.72118818,72285.05996473,1535366.3568359,88725.28377815,1880121.36435235,0,0
DAY,1678060800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,21,21.18,20.48,20.6,1678060805,1678146971,20.97,21.18,1678118436,20.48,1678136437,20.6,3649,1925,1724,0,219051.06883414,4554595.52259539,112728.77656591,2342334.56179781,106322.29226823,2212260.96079759,0,0
DAY,1678147200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.6,20.96,19.72,20.24,1678147201,1678233583,20.63,20.96,1678152214,19.72,1678226959,20.24,4241,1929,2312,0,246882.00754004,5026236.19834185,110890.87114176,2263694.90159929,135991.13639828,2762541.29674253,0,0
DAY,1678233600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.24,20.36,18.12,18.39,1678233604,1678319882,20.25,20.36,1678235592,18.12,1678316177,18.39,6793,3062,3731,0,358107.57412224,6793414.05585675,147529.82901884,2801128.49920125,210577.7451034,3992285.5566557,0,0
DAY,1678320000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,18.39,18.77,16.71,17.35,1678320010,1678406382,18.42,18.77,1678345073,16.71,1678395585,17.35,9372,4822,4550,0,724287.36164396,12755195.2612157,434644.94949061,7623542.30666996,289642.41215335,5131652.95454501,0,0
DAY,1678406400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,17.35,18.38,16,18.27,1678406467,1678492731,17.34,18.38,1678492044,16,1678444837,18.27,9290,4958,4332,0,555830.63108033,9584261.16863348,255525.20058008,4412945.32202344,300305.43050025,5171315.84660981,0,0
DAY,1678492800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,18.27,19.05,16.82,18.22,1678492879,1678579162,18.22,19.05,1678499806,16.82,1678521512,18.22,9551,5133,4418,0,531031.87547141,9523622.21490069,252299.67455936,4545652.35175319,278732.20091205,4977969.86314758,0,0
DAY,1678579200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,18.22,20.63,17.89,20.29,1678579212,1678665583,18.21,20.63,1678664766,17.89,1678607402,20.29,13807,6262,7545,0,1224381.05459938,23380476.9381732,433890.28180538,8246355.16742941,790490.772794,15134121.7707476,0,0
DAY,1678665600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.29,21.71,18.91,20.49,1678665622,1678751994,20.38,21.71,1678720183,18.91,1678711720,20.49,12727,6682,6045,0,811704.10917389,16540248.0593868,423436.37661803,8655936.63416987,388267.73255586,7884311.42521692,0,0
DAY,1678752000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.49,22.17,19.85,20.94,1678752011,1678838366,20.5,22.17,1678805677,19.85,1678781614,20.94,15661,7668,7993,0,783667.51037201,16602577.605564,398618.8609089,8467347.9866083,385048.64946311,8135229.61895338,0,0
DAY,1678838400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.94,21.55,18.76,19.33,1678838452,1678924721,20.95,21.55,1678857933,18.76,1678898656,19.33,11200,5324,5876,0,652108.58348586,13187771.9367594,272729.10669393,5485687.47815336,379379.47679193,7702084.45860644,0,0
DAY,1678924800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,19.33,19.95,18.97,19.73,1678924806,1679011142,19.31,19.95,1678994764,18.97,1678929435,19.73,6600,3333,3267,0,472470.48676773,9202056.3560698,228551.24391448,4456262.68524691,243919.24285325,4745793.67082313,0,0
DAY,1679011200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,19.73,21.72,19.46,21.65,1679011267,1679097582,19.72,21.72,1679096904,19.46,1679015355,21.65,8602,4546,4056,0,451694.4490664,9258228.8806522,219322.94518269,4511311.5432882,232371.50388371,4746917.33736416,0,0
DAY,1679097600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,21.65,22.95,21.11,21.25,1679097607,1679183978,21.65,22.95,1679111278,21.11,1679183168,21.25,10496,4921,5575,0,545529.28609866,12041164.5718373,254582.68498097,5642165.13536401,290946.60111769,6398999.43647487,0,0
DAY,1679184000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,21.25,22.48,21.25,21.92,1679184006,1679270379,21.25,22.48,1679244676,21.25,1679184022,21.92,6022,2787,3235,0,279134.02922774,6121690.40426414,141996.79946656,3110355.90970164,137137.22976118,3011334.49456256,0,0
DAY,1679270400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,21.92,23.98,21.44,22.16,1679270402,1679356755,21.93,23.98,1679318000,21.44,1679284957,22.16,15784,7915,7869,0,791035.9139055,17944733.9460102,400931.20674445,9126045.69347934,390104.70716105,8818688.25252918,0,0
DAY,1679356800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,22.16,23.36,21.53,22.62,1679356893,1679443112,22.11,23.36,1679407308,21.53,1679387172,22.62,9705,4803,4902,0,615783.35844952,13820336.9381151,299322.84327904,6706574.75442285,316460.51517048,7113762.18369172,0,0
DAY,1679443200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,22.62,23.1,21,21.43,1679443299,1679529558,22.53,23.1,1679498292,21,1679514497,21.43,10730,5247,5483,0,535573.23134345,11874216.7113679,268052.97651099,5943685.63028347,267520.25483246,5930531.08108327,0,0
DAY,1679529600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,21.43,22.75,21.1,22.22,1679529617,1679615978,21.43,22.75,1679591096,21.1,1679536905,22.22,7023,4096,2927,0,371924.1525802,8143425.92242991,212392.29336608,4658689.65479255,159531.85921412,3484736.26763726,0,0
DAY,1679616000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,22.22,22.28,20.27,20.68,1679616014,1679702257,22.21,22.28,1679623757,20.27,1679681302,20.68,6986,3023,3963,0,443406.80809419,9434820.01980606,215596.33306282,4584998.43725649,227810.47503137,4849821.58254976,0,0
DAY,1679702400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.68,20.96,20.12,20.44,1679702411,1679788740,20.67,20.96,1679753399,20.12,1679773746,20.44,3345,1603,1742,0,156082.59049927,3219334.23631988,68967.20441151,1422373.52263306,87115.38608776,1796960.71368682,0,0
DAY,1679788800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.44,21.16,20.3,20.96,1679788914,1679875133,20.45,21.16,1679839210,20.3,1679789895,20.96,4225,2291,1934,0,215723.77017142,4513735.11049517,90124.54335084,1884139.96132771,125599.22682058,2629595.14916749,0,0
DAY,1679875200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.96,20.98,19.36,19.89,1679875246,1679961479,20.95,20.98,1679877047,19.36,1679929800,19.89,5359,2248,3111,0,315295.05295117,6342143.71452688,144289.65273579,2904992.79800494,171005.40021538,3437150.91652199,0,0
DAY,1679961600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,19.89,20.88,19.61,20.45,1679961639,1680047913,19.88,20.88,1680033166,19.61,1680000377,20.45,5458,3179,2279,0,246290.64136256,4963478.97334622,137772.22278483,2780831.9453144,108518.41857773,2182647.02803172,0,0
DAY,1680048000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.45,21.55,20.45,21.11,1680048006,1680134379,20.5,21.55,1680079093,20.46,1680048897,21.11,8355,4333,4022,0,408529.35568776,8567893.84837538,201500.43335646,4232690.18879715,207028.9223313,4335203.65957808,0,0
DAY,1680134400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,21.11,21.66,20.14,20.55,1680134409,1680220587,21.11,21.66,1680144092,20.14,1680197569,20.55,7238,3297,3941,0,339657.6392153,7042062.31570835,142638.59006012,2960642.09442938,197019.04915518,4081420.2212788,0,0
DAY,1680220800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.55,21.48,20.04,21.18,1680220809,1680307025,20.55,21.48,1680302747,20.04,1680248411,21.18,5071,2869,2202,0,257413.89809824,5328441.33943211,130414.77746269,2708589.33151653,126999.12063555,2619852.00791546,0,0
DAY,1680307200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,21.18,21.32,20.76,21.09,1680307213,1680393367,21.21,21.32,1680314670,20.76,1680367969,21.09,3206,1670,1536,0,95425.14791713,2011248.59562317,55208.35882723,1164518.56763739,40216.7890899,846730.027985651,0,0
DAY,1680393600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,21.09,21.29,20.25,20.52,1680393611,1680479967,21.1,21.29,1680420427,20.25,1680464555,20.52,3505,1517,1988,0,148047.48529877,3070091.32903944,64923.16746913,1347657.56566656,83124.31782964,1722433.76337283,0,0
DAY,1680480000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.52,20.98,19.97,20.45,1680480011,1680566282,20.5,20.98,1680552076,19.97,1680492949,20.45,6750,3471,3279,0,416682.44463094,8474171.4921739,202269.63563058,4120369.65288531,214412.80900036,4353801.83928861,0,0
DAY,1680566400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.45,21.25,20.3,20.91,1680566436,1680652701,20.49,21.25,1680611529,20.3,1680583236,20.91,5186,2512,2674,0,403634.90866058,8375830.07699012,202628.89796308,4208502.74517206,201006.0106975,4167327.33181805,0,0
DAY,1680652800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.91,21.36,20.55,20.98,1680652855,1680738721,20.93,21.36,1680657182,20.55,1680711452,20.98,6729,3181,3548,0,506543.05333179,10619657.9059973,237436.85482727,4979967.635566,269106.19850452,5639690.27043044,0,0
DAY,1680739200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.98,20.99,20.4,20.64,1680739270,1680825568,20.99,20.99,1680739270,20.4,1680777482,20.64,2827,1312,1515,0,185161.99090417,3824212.34829473,85885.02638867,1777080.00319403,99276.9645155,2047132.3451007,0,0
DAY,1680825600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.64,20.77,20.1,20.46,1680825642,1680911854,20.62,20.77,1680829506,20.1,1680868244,20.46,3053,1254,1799,0,153749.44483813,3137243.33040289,64055.67802217,1308725.38857857,89693.76681596,1828517.9418243,0,0
DAY,1680912000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.46,20.74,19.87,20.05,1680912180,1680998315,20.45,20.74,1680934030,19.87,1680992666,20.05,2676,1193,1483,0,154276.8243317,3152355.43824856,61762.58536514,1265349.73591351,92514.23896656,1887005.70233521,0,0
DAY,1680998400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.05,20.44,19.87,20.3,1680998654,1681084644,20.06,20.44,1681078002,19.87,1681020375,20.3,2157,1234,923,0,136916.49561784,2755286.06173887,68039.32793141,1369106.2823409,68877.16768643,1386179.77939789,0,0
DAY,1681084800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.3,20.97,20.08,20.91,1681084875,1681171133,20.3,20.97,1681166722,20.08,1681135262,20.91,4687,2547,2140,0,335036.98998868,6865358.42735313,178136.97418353,3648992.10343536,156900.01580515,3216366.32391772,0,0
DAY,1681171200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.91,23.69,20.86,23.02,1681171209,1681257329,20.92,23.69,1681230913,20.86,1681171673,23.02,25245,11812,13433,0,1118772.75819724,24858586.8067443,502591.18109765,11199143.4521841,616181.57709959,13659443.3545654,0,0
DAY,1681257600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,23.02,24.66,22.34,23.81,1681257607,1681343986,23.02,24.66,1681302649,22.34,1681268079,23.81,14257,7602,6655,0,652088.33199866,15408996.9446765,353497.75191249,8376832.46622689,298590.58008617,7032164.47845016,0,0
DAY,1681344000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,23.81,25.29,23.67,24.46,1681344001,1681430391,23.81,25.29,1681390268,23.67,1681349459,24.46,10679,5444,5235,0,471400.9686712,11531041.4105567,280892.43642467,6867153.4489552,190508.53224653,4663887.96160247,0,0
DAY,1681430400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,24.46,25.5,23.76,24.75,1681430402,1681516797,24.46,25.5,1681453946,23.76,1681490991,24.75,13126,6838,6288,0,607159.94816782,15009968.689794,318596.87655893,7896988.46783248,288563.07160889,7112980.22196025,0,0
DAY,1681516800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,24.75,24.81,23.83,24.08,1681516814,1681603156,24.74,24.81,1681518436,23.83,1681592857,24.08,5564,2535,3029,0,231496.79819159,5608062.39494584,108223.46331588,2625987.44305087,123273.33487571,2982074.95189491,0,0
DAY,1681603200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,24.08,25.5,23.87,25.35,1681603334,1681689522,24.05,25.5,1681686066,23.87,1681607760,25.35,7507,4823,2684,0,238439.53369625,5899126.04076425,138435.63306421,3429524.59801776,100003.90063204,2469601.44274643,0,0
DAY,1681689600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,25.35,26.03,24.33,24.59,1681689624,1681775996,25.38,26.03,1681702591,24.33,1681746339,24.59,9552,4937,4615,0,382215.93801164,9586500.34758559,198293.8877769,4984921.29157897,183922.05023474,4601579.05600686,0,0
DAY,1681776000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,24.59,25.44,24.01,24.82,1681776032,1681862345,24.58,25.44,1681818586,24.01,1681780533,24.82,7469,3886,3583,0,320518.94793384,7948089.65245255,172495.59158837,4268514.17775173,148023.35634547,3679575.47470094,0,0
DAY,1681862400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,24.82,25,22.03,22.72,1681862498,1681948659,24.83,25,1681863469,22.03,1681892587,22.72,15308,7041,8267,0,592326.59855135,13763825.5388423,309259.49653767,7167657.09459261,283067.10201368,6596168.44424822,0,0
DAY,1681948800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,22.72,23.2,21.6,22.19,1681948807,1682035154,22.67,23.2,1681998089,21.6,1682018718,22.19,10969,5157,5812,0,701827.216808,15835595.1583849,306522.91481885,6914141.24201011,395304.30198915,8921453.91637491,0,0
DAY,1682035200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,22.19,22.42,20.99,21.27,1682035202,1682121586,22.19,22.42,1682038732,20.99,1682104062,21.27,6925,3388,3537,0,322322.19971969,7014817.60172201,175470.06114994,3819038.30198837,146852.13856975,3195779.29973354,0,0
DAY,1682121600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,21.27,21.99,21.07,21.81,1682121609,1682207808,21.26,21.99,1682202491,21.07,1682126231,21.81,3634,2145,1489,0,191551.76968855,4125226.02451792,113202.53968081,2438236.12994799,78349.23000774,1686989.89456995,0,0
DAY,1682208000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,21.81,22.25,20.92,21.47,1682208008,1682294294,21.81,22.25,1682253124,20.92,1682275832,21.47,4813,2081,2732,0,218395.70782616,4741201.53131825,93943.64388375,2038685.8903396,124452.06394241,2702515.64097867,0,0
DAY,1682294400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,21.47,22.02,21.01,21.39,1682294404,1682380688,21.48,22.02,1682299143,21.01,1682355786,21.39,6490,2994,3496,0,438999.76458385,9473369.79895377,193726.00873177,4171931.01293461,245273.75585208,5301438.78601921,0,0
DAY,1682380800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,21.39,21.95,20.75,21.92,1682380920,1682466991,21.4,21.95,1682466867,20.75,1682411034,21.92,5762,2868,2894,0,265854.77759976,5628016.04168961,118777.6722375,2520224.10773845,147077.10536226,3107791.93395116,0,0
DAY,1682467200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,21.92,22.97,20.39,21.28,1682467211,1682553366,21.93,22.97,1682515471,20.39,1682539336,21.28,11379,5568,5811,0,679126.18191989,14883008.5502216,332436.42345107,7299850.59085488,346689.75846882,7583157.95936777,0,0
DAY,1682553600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,21.28,22.54,21.2,22.34,1682553616,1682639958,21.25,22.54,1682621116,21.2,1682554021,22.34,8135,4000,4135,0,627799.81286963,13783157.0322303,310198.70351739,6804502.12229604,317601.10935224,6978654.90993465,0,0
DAY,1682640000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,22.34,23.52,22.16,23.37,1682640011,1682726264,22.34,23.52,1682725557,22.16,1682694382,23.37,7743,3944,3799,0,384158.40597218,8769414.2257975,201891.0826275,4616741.73767022,182267.32334468,4152672.48812723,0,0
DAY,1682726400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,23.37,23.92,22.91,23.22,1682726413,1682812666,23.37,23.92,1682772732,22.91,1682789473,23.22,4261,2173,2088,0,209551.43998314,4897656.84831639,109281.8330648,2562600.25238844,100269.60691834,2335056.59592817,0,0
DAY,1682812800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,23.22,23.99,22.71,22.72,1682812899,1682899179,23.19,23.99,1682869283,22.71,1682899178,22.72,4124,2129,1995,0,206000.47987215,4818498.87837955,97250.2642549,2278363.09005325,108750.21561725,2540135.78832624,0,0
DAY,1682899200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,22.72,22.88,21.57,21.98,1682899211,1682985195,22.76,22.88,1682901564,21.57,1682968542,21.98,6407,3475,2932,0,391108.33691481,8627053.01526267,219205.53077014,4835682.76322526,171902.80614467,3791370.25203753,0,0
DAY,1682985600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,21.98,22.41,21.74,22.28,1682985618,1683071881,21.93,22.41,1683054737,21.74,1682992106,22.28,4683,2454,2229,0,448499.73536563,9909595.63608295,211634.85198428,4675836.48377375,236864.88338135,5233759.1523092,0,0
DAY,1683072000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,22.28,22.32,21.22,22.25,1683072076,1683158387,22.28,22.32,1683152760,21.22,1683119185,22.25,7089,3376,3713,0,485839.84882187,10558264.1326561,226775.49879234,4933526.19876481,259064.35002953,5624737.93389146,0,0
DAY,1683158400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,22.25,22.6,21.62,21.73,1683158440,1683244768,22.26,22.6,1683160475,21.62,1683227777,21.73,5564,2387,3177,0,433788.77627348,9586120.32463598,195316.2364197,4307269.3827954,238472.53985378,5278850.94184074,0,0
DAY,1683244800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,21.73,23.07,21.6,22.85,1683244810,1683331162,21.73,23.07,1683317543,21.6,1683289850,22.85,7912,3546,4366,0,477290.03427698,10656097.6513805,218085.42216657,4876599.20802658,259204.61211041,5779498.44335386,0,0
DAY,1683331200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,22.85,23.27,21.6,21.97,1683331250,1683417509,22.85,23.27,1683334065,21.6,1683385278,21.97,5485,2622,2863,0,422159.85446309,9398911.39409876,231073.99020979,5152444.98964712,191085.8642533,4246466.40445185,0,0
DAY,1683417600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,21.97,22.78,21.6,21.6,1683417608,1683503999,21.96,22.78,1683479231,21.6,1683503999,21.6,4585,1913,2672,0,383313.02617578,8528194.53547323,149358.78074186,3332663.20383907,233954.24543392,5195531.3316341,0,0
DAY,1683504000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,21.6,21.82,20.01,20.64,1683504000,1683590381,21.67,21.82,1683504835,20.01,1683569039,20.64,8144,3574,4570,0,483647.68965915,10136848.6233246,208342.61857135,4384598.53355008,275305.0710878,5752250.08977441,0,0
DAY,1683590400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.64,21.01,20.43,20.68,1683590559,1683676770,20.61,21.01,1683638039,20.43,1683658478,20.68,3740,1980,1760,0,138420.91551812,2860675.05844529,81975.96412014,1696271.43768242,56444.95139798,1164403.62076276,0,0
DAY,1683676800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.68,21.35,19.92,20.94,1683676872,1683762995,20.67,21.35,1683723937,19.92,1683739279,20.94,6653,3363,3290,0,374408.65064077,7785669.58314187,175129.41425058,3645827.10289373,199279.23639019,4139842.48024824,0,0
DAY,1683763200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.94,20.94,19.74,20.21,1683763294,1683849498,20.94,20.94,1683763449,19.74,1683825876,20.21,4734,2076,2658,0,269793.84548004,5450056.710992,114371.82859543,2318405.12087878,155422.01688461,3131651.59011331,0,0
DAY,1683849600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.21,21.01,19.75,20.91,1683849623,1683935959,20.19,21.01,1683935121,19.75,1683872702,20.91,6504,3290,3214,0,493231.03738281,10082890.8580161,262785.52549298,5383745.54271413,230445.51188983,4699145.31530194,0,0
DAY,1683936000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.91,21.29,20.79,20.86,1683936039,1684022238,20.94,21.29,1683972128,20.79,1683991520,20.86,4089,2169,1920,0,316850.76209455,6661607.44293736,144072.33150462,3029857.58292342,172778.43058993,3631749.86001383,0,0
DAY,1684022400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.86,21.27,20.6,20.95,1684022420,1684108380,20.82,21.27,1684076783,20.6,1684027027,20.95,3343,1825,1518,0,271828.56779061,5698364.76479319,140655.10647811,2952303.69581342,131173.4613125,2746061.06897965,0,0
DAY,1684108800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.95,21.51,20.6,21.01,1684108885,1684195185,20.94,21.51,1684140785,20.6,1684112129,21.01,5049,2804,2245,0,407503.64392429,8620720.86761702,214480.18023358,4552615.49432905,193023.46369071,4068105.37328798,0,0
DAY,1684195200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,21.01,21.13,20.44,20.67,1684195239,1684281323,21,21.13,1684196902,20.44,1684271384,20.67,4426,2039,2387,0,382970.65199031,7956199.22862965,158513.48441388,3294873.0429898,224457.16757643,4661326.18563983,0,0
DAY,1684281600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.67,21.2,20.42,21.04,1684281675,1684367924,20.66,21.2,1684366278,20.42,1684334259,21.04,4907,3163,1744,0,369966.90354103,7706431.99875599,221016.48311135,4608906.91218027,148950.42042968,3097525.08657575,0,0
DAY,1684368000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,21.04,21.1,20.09,20.35,1684368001,1684454299,21.06,21.1,1684380085,20.09,1684432586,20.35,3854,1715,2139,0,353460.15841103,7298459.92257551,125910.89359952,2603393.04745579,227549.26481151,4695066.87511977,0,0
DAY,1684454400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.35,20.6,20.24,20.36,1684454441,1684540759,20.33,20.6,1684509662,20.24,1684510474,20.36,1883,982,901,0,102365.57060973,2090610.09325985,45836.94367776,935834.336496805,56528.62693197,1154775.75676303,0,0
DAY,1684540800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.36,20.36,20.09,20.27,1684540836,1684626961,20.36,20.36,1684605659,20.09,1684561094,20.27,1617,891,726,0,86265.92747952,1744691.68323207,46773.44136789,946085.040988936,39492.48611163,798606.642243169,0,0
DAY,1684627200,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.27,20.39,19.4,19.62,1684627263,1684713591,20.27,20.39,1684631731,19.4,1684703125,19.62,3033,1133,1900,0,167250.44219972,3326859.24462674,45429.64737985,907081.566042164,121820.79481987,2419777.67858467,0,0
DAY,1684713600,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,19.62,20.03,19.29,19.54,1684713621,1684799999,19.59,20.03,1684763046,19.29,1684716407,19.54,2817,1545,1272,0,134801.79350357,2651186.44020326,63952.83167817,1259336.28590204,70848.9618254,1391850.15430145,0,0
DAY,1684800000,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,19.54,20.18,19.43,20.04,1684800018,1684886312,19.53,20.18,1684812069,19.43,1684803764,20.04,3693,2101,1592,0,228469.27601988,4552473.63582491,137744.34295455,2743739.23289632,90724.93306533,1808734.40292868,0,0
DAY,1684886400,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,20.04,20.06,18.7,19.21,1684886462,1684972684,20.04,20.06,1684887246,18.7,1684936341,19.21,6304,3176,3128,0,442780.51643761,8580340.67453375,224560.5397851,4340089.42298876,218219.97665251,4240251.25154524,0,0
DAY,1684972800,954,kraken,SOLUSD,SOL-USD,SOL,USD,3,5,,19.21,19.6,18.77,19.26,1684972874,1685058722,19.22,19.6,1685016319,18.77,1684978087,19.26,2590,1473,1117,0,126522.77466509,2444358.35337416,67799.22742204,1312142.58020517,58723.54724305,1132215.77316897,0,0
